Viral protein,Human protein,Link,Supplementary,Reference,Useful information
E,ATP1A1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf10,COPB1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Nsp3,COPA,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
M,PSMD2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Nsp10,ATP1A1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Nsp5,MYL12A,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
M,FAF2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
S,CAPZB,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Nsp15,EBNA1BP2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
E,PPP6R3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf8,PSMD13,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf8,ATP1A1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Nsp10,DNAJA1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Nsp12,CORO1C,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Nsp15,RPS10,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
M,SEC16A,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Nsp10,AIFM1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7a,PSMD13,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Nsp10,TPM4,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Nsp8,CORO1C,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Nsp3,Nsp31W,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,MKI67,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,FXR1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,FXR2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,FMR1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,CEP170,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,FMR1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,PRRC2A,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,PRPF31,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,ZNHIT6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,RPS2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,TMPO,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,MKRN2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,SENP2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,POLD3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,SP1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,WDR76,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,RPS18,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,RPS11,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,ZNF768,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,RPS16,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,ATF6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,ZNF512B,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,VEZF1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,CREB5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,JUND,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,KATNBL1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,C1Orf174,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,SEC61B,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,RPL38,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,MAZ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,TMEM120B,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,PIK3R3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,ATF3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,TATDN2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,MSX2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,C15Orf39,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,CCNG1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,LOC101060567; PEX11B,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,URI1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-2.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,BAG2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-4.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,CANX,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-4.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,CERS1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-4.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,FZD7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-4.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,KDM6A,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-4.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,LRRC7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-4.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,POLR2J3; UPK3BL; UPK3BL1; LOC102724187; LOC107983993; UPK3BL2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-4.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,RNF185,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-4.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,SC5D; SC5DL,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-4.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,SRPRB,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-4.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,SYNGR2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-4.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,HLA-DQB1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-6.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,TMEM231,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-6.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,RNF5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-6.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
Nsp3,CERS6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987008/bin/media-6.xlsx,"Almasy KM, Davies JP, Plate L. Comparative host interactomes of the SARS-CoV-2 nonstructural protein 3 and human coronavirus homologs. Preprint. bioRxiv. 2021;2021.03.08.434440. Published 2021 Mar 8. doi:10.1101/2021.03.08.434440",High Confidence interactions
